mass_A
t;x;y;v;a
2,230000000E0;2,064209503E-1;2,568691098E-1;2,927966085E-1;4,911458290E0
2,240000000E0;2,088041359E-1;2,549579491E-1;3,392997540E-1;4,218673092E0
2,250000000E0;2,119067423E-1;2,528746368E-1;3,834949128E-1;4,476895678E0
2,260000000E0;2,150450149E-1;2,504993878E-1;4,220338285E-1;3,877684401E0
2,270000000E0;2,187854916E-1;2,479830288E-1;4,651736901E-1;4,029444358E0
2,280000000E0;2,225890599E-1;2,450549403E-1;4,995816850E-1;3,825418707E0
2,290000000E0;2,269062542E-1;2,421618640E-1;5,413081539E-1;3,874467080E0
2,300000000E0;2,315987183E-1;2,390522855E-1;5,776117198E-1;4,162421034E0
2,310000000E0;2,364150435E-1;2,356016014E-1;6,214817526E-1;4,100176672E0
2,320000000E0;2,418720773E-1;2,320555777E-1;6,638087713E-1;4,045652903E0
2,330000000E0;2,474849326E-1;2,282725913E-1;6,985677296E-1;2,341912508E0
2,340000000E0;2,534594747E-1;2,242497484E-1;7,145003631E-1;3,431699475E0
2,350000000E0;2,595080784E-1;2,205493619E-1;7,514873373E-1;3,369251571E0
2,360000000E0;2,662634953E-1;2,163788944E-1;7,928375924E-1;3,417493243E0
2,370000000E0;2,730073098E-1;2,122302676E-1;8,103605175E-1;4,296958302E0
2,380000000E0;2,801486866E-1;2,080197598E-1;8,743851396E-1;5,909762728E0
2,390000000E0;2,881607773E-1;2,035014548E-1;9,333997026E-1;4,679102139E0
2,400000000E0;2,964571370E-1;1,989352429E-1;9,615363308E-1;2,425010421E0
2,410000000E0;3,050109839E-1;1,942336943E-1;9,790410141E-1;3,175840506E0
2,420000000E0;3,137416982E-1;1,897345654E-1;9,782790170E-1;4,829492179E0
2,430000000E0;3,227048551E-1;1,858827151E-1;1,055054978E0;5,427398297E0
2,440000000E0;3,328285276E-1;1,807373799E-1;1,107690581E0;3,438471230E0
2,450000000E0;3,422710025E-1;1,754924675E-1;1,098155528E0;3,817710267E0
2,460000000E0;3,524445992E-1;1,708587181E-1;1,140029107E0;4,972255281E0
2,470000000E0;3,631558495E-1;1,663442592E-1;1,157729627E0;2,382915499E0
2,480000000E0;3,738151338E-1;1,619460637E-1;1,172500115E0;2,677989148E0
