37,00;0.578;0.111;0.199;0.334
37,00;0.591;0.109;0.152;0.341
37.1;0.605;0.108;0.141;0.342
37.1;0.618;0.106;0.113;0.337
37.2;0.632;0.105;0.138;0.34
37.2;0.645;0.104;0.16;0.339
37.2;0.659;0.104;0.14;0.344
37.3;0.673;0.103;0.371;0.343
37.3;0.686;0.103;0.0241;0.343
37.4;0.7;0.104;0.132;0.346
37.4;0.714;0.103;0.105;0.341
37.4;0.728;0.103;0.456;0.34
37.5;0.741;0.104;0.205;0.339
37.5;0.755;0.105;0.132;0.337
37.6;0.768;0.106;0.127;0.334
37.6;0.781;0.108;0.14;0.332
37.6;0.794;0.109;0.168;0.332
37.7;0.808;0.111;0.209;0.331
37.7;0.821;0.113;0.176;0.324
37.8;0.833;0.116;0.103;0.321
37.8;0.846;0.118;0.169;0.32
37.8;0.858;0.12;0.267;0.31
37.9;0.87;0.123;0.0783;0.315
37.9;0.883;0.127;0.152;0.312
38,00;0.894;0.129;0.268;0.299
38,00;0.906;0.132;0.305;0.295
38,00;0.917;0.135;0.119;0.291
38.1;0.928;0.138;0.16;0.289
38.1;0.939;0.141;0.25;0.281
38.2;0.95;0.145;0.173;0.273
38.2;0.96;0.148;0.143;0.27
38.2;0.97;0.152;0.128;0.267
38.3;0.98;0.156;0.175;0.264
38.3;0.99;0.159;0.219;0.255
38.4;0.999;0.163;0.273;0.245
38.4;01.jan;0.167;0.165;0.237
38.4;01.feb;0.171;0.102;0.232
38.5;01.mar;0.174;0.205;0.232
38.5;01.mar;0.178;0.228;0.217
38.6;01.apr;0.182;0.286;0.211
38.6;01.mai;0.186;0.202;0.203
38.6;01.jun;0.189;0.164;0.198
38.7;01.jun;0.194;0.241;0.197
38.7;01.jul;0.197;0.346;0.183
38.8;01.aug;0.2;0.312;0.171
38.8;01.aug;0.203;0.219;0.162
38.8;01.sep;0.206;0.153;0.157
38.9;01.sep;0.209;0.226;0.149
38.9;01.jan;0.212;0.236;0.14
39,00;01.jan;0.215;0.269;0.13
39,00;01.nov;0.218;0.267;0.119
39,00;01.nov;0.22;0.237;0.107
39.1;01.nov;0.222;0.161;0.1
39.1;01.des;0.224;0.213;0.0955
39.2;01.des;0.226;0.265;0.0844
39.2;01.des;0.228;0.236;0.0724
39.2;01.des;0.229;0.209;0.0666
39.3;jan.13;0.231;0.246;0.057
39.3;jan.13;0.232;0.258;0.0464
39.4;jan.13;0.233;0.215;0.0369
39.4;jan.13;0.234;0.215;0.0287
39.4;jan.13;0.234;0.196;0.0206
39.5;jan.13;0.235;0.208;0.0136
39.5;jan.13;0.235;0.274;0.00546
39.6;jan.13;0.235;0.259;0.00841
39.6;jan.13;0.235;0.22;0.0167
39.6;jan.13;0.234;0.206;0.0237
39.7;jan.13;0.233;0.246;0.0331
39.7;jan.13;0.233;0.229;0.0424
39.8;jan.13;0.232;0.248;0.0523
39.8;jan.13;0.23;0.197;0.0614
39.8;01.des;0.229;0.233;0.0681
39.9;01.des;0.227;0.214;0.0782
39.9;01.des;0.226;0.192;0.0875
40,00;01.des;0.224;0.19;0.0918
40,00;01.nov;0.222;0.269;0.103
40,00;01.nov;0.219;0.26;0.114
40.1;01.jan;0.217;0.252;0.123
40.1;01.jan;0.215;0.178;0.134
40.2;01.sep;0.212;0.22;0.139
40.2;01.sep;0.209;0.25;0.148
40.2;01.aug;0.206;0.244;0.162
40.3;01.aug;0.202;0.169;0.166
40.3;01.jul;0.199;0.217;0.172
40.4;01.jul;0.196;0.231;0.179
40.4;01.jun;0.193;0.183;0.19
40.4;01.mai;0.189;0.163;0.193
40.5;01.mai;0.186;0.211;0.2
40.5;01.apr;0.182;0.262;0.211
40.6;01.mar;0.178;0.187;0.219
40.6;01.feb;0.174;0.243;0.224
40.6;01.jan;0.171;0.145;0.233
40.7;01.jan;0.167;0.116;0.239
40.7;0.997;0.163;0.128;0.238
40.8;0.988;0.16;0.282;0.246
40.8;0.979;0.156;0.286;0.26
40.8;0.969;0.152;0.197;0.27
40.9;0.959;0.148;0.131;0.272
40.9;0.949;0.145;0.129;0.274
41,00;0.938;0.141;0.166;0.276
41,00;0.928;0.138;0.159;0.285
41,00;0.916;0.135;0.155;0.286
41.1;0.906;0.132;0.269;0.289
41.1;0.894;0.129;0.181;0.294
41.2;0.883;0.127;0.0355;0.298
41.2;0.871;0.124;0.149;0.3
41.2;0.859;0.121;0.2;0.304
41.3;0.847;0.118;0.192;0.315
41.3;0.835;0.116;0.155;0.316
41.4;0.822;0.114;0.166;0.311
41.4;0.81;0.112;0.207;0.313
41.4;0.797;0.11;0.179;0.321
41.5;0.785;0.109;0.135;0.322
41.5;0.772;0.107;0.152;0.324
41.6;0.759;0.106;0.115;0.326
41.6;0.746;0.105;0.13;0.325
41.6;0.733;0.104;0.225;0.328
41.7;0.72;0.104;0.349;0.326
41.7;0.707;0.104;0.035;0.338
41.8;0.693;0.105;0.118;0.334
41.8;0.68;0.104;0.18;0.321
41.8;0.667;0.104;0.262;0.328
41.9;0.654;0.105;0.146;0.326
41.9;0.641;0.106;0.0837;0.322
42,00;0.628;0.107;0.0924;0.32
42,00;0.615;0.108;0.155;0.32
42,00;0.603;0.109;0.161;0.321
42.1;0.59;0.111;0.162;0.317
42.1;0.577;0.112;0.146;0.314
42.2;0.565;0.114;0.135;0.314
42.2;0.553;0.116;0.142;0.311
42.2;0.54;0.119;0.371;0.313
42.3;0.528;0.121;0.214;0.309
42.3;0.517;0.125;0.256;0.294
42.4;0.505;0.126;0.0454;0.293
42.4;0.494;0.129;0.369;0.295
